Benchmark,latency-Q1,memory
1,2595.025,1061.3312981345437,40,0.19512194,13.472727272727273
2,3993.4,1368.6922434026544,65,0.1969697,8.189655172413794
3,4801.083333333333,1367.265642339533,89,0.19777778,8.290909090909091
4,5402.0952380952385,1370.0325705788352,110,0.19642857,7.084745762711864
5,4829.083333333333,1368.4396487149324,134,0.19705883,7.728813559322034
6,4767.541666666667,1368.2432278719816,158,0.1975,7.862068965517241
7,4770.28,1365.2533992420542,183,0.19891304,7.862068965517241
8,3134.1304347826085,1366.5545397671785,206,0.19807692,8.0
9,3009.16,1367.7500617287376,231,0.19913793,8.0
Finale Results,2748.608695652174,1367.0567848205567,254,0.19921568,8.245283018867925

AVERAGES,4005,1337,,0.9960784
