Benchmark,latency-Q1,memory
1,2322.8333333333335,622.6526559193929,52,0.18571429,17.689655172413794
2,1618.290909090909,706.2654132843018,107,0.19814815,16.241935483870968
3,1488.2641509433963,706.4204470316569,160,0.19875777,16.19672131147541
4,2180.06,706.436066309611,210,0.1981132,15.885245901639344
5,2359.653846153846,705.7746982574463,262,0.19848485,15.682539682539682
6,2567.9,710.4688529968262,312,0.19872612,15.32258064516129
7,2356.36,710.0550225575765,362,0.1989011,15.573770491803279
8,2546.44,711.0555470784506,412,0.19903381,15.2
9,2225.5576923076924,708.5493049621582,464,0.19914164,15.935483870967742
Finale Results,2305.268292682927,712.2920761108398,505,0.19960475,15.647058823529411

AVERAGES,2197,699,,0.99802375
