Benchmark,latency-Q1,memory
1,1354.267857142857,101.16653266319862,110,0.19642857,33.25
2,1365.7757009345794,104.89595540364583,214,0.19633028,32.93333333333333
3,1415.2454545454545,108.75904973347981,320,0.19875777,32.93333333333333
4,1425.709090909091,106.3680871327718,426,0.19906542,33.01639344262295
5,1377.3272727272727,105.50262069702148,532,0.19925094,33.56666666666667
6,1340.4485981308412,104.81216239929199,636,0.19875,33.01639344262295
7,1370.4954954954956,109.28752581278484,743,0.19973119,32.93333333333333
8,1337.2477064220184,106.91090901692708,849,0.1997647,32.93333333333333
9,1356.4811320754718,107.38226064046223,954,0.1995816,33.56666666666667
10,1364.7169811320755,107.66901143391927,1060,0.19962335,33.56666666666667
Finale Results,1388.7058823529412,110.02993965148926,1094,0.19963504,32.3

AVERAGES,1372,106,,0.9981752
