Benchmark,latency-Q10,memory
1,1366.922480620155,37.568445645845856,128,0.9846154,8.0
2,1468.4745762711864,37.73132832845052,246,0.984,8.0
3,1590.1052631578948,38.01781018575033,360,0.972973,8.0
4,1664.8108108108108,38.391685485839844,470,0.9591837,7.866666666666666
5,1680.425,38.385986963907875,590,0.9672131,8.0
6,1521.482456140351,38.38359832763672,704,0.96438354,8.0
7,1718.9313725490197,38.468682607014976,806,0.9482353,7.866666666666666
8,1756.7843137254902,38.38732401529948,908,0.9360825,8.0
9,1767.245283018868,38.503440856933594,1012,0.9284404,8.0
10,1549.1724137931035,38.909051259358726,1126,0.93057853,7.868852459016393
Finale Results,1555.25,38.91956481933594,1174,0.931746,8.0

AVERAGES,1603,38,,4.658729999999999
