Benchmark,latency-Q1_30MB,memory
1,1059.4700854700855,235.16991206577845,115,0.1965812,34.2
2,1059.5092592592594,252.64665095011392,223,0.19734514,33.88333333333333
3,1035.0181818181818,250.92776234944662,333,0.1994012,34.2
4,966.6666666666666,252.6144930521647,441,0.19909707,33.950819672131146
5,969.9074074074074,256.1143919626872,549,0.19927405,34.2
6,1272.3274336283187,253.1047445933024,658,0.19939394,34.516666666666666
7,1310.1727272727273,255.16894912719727,767,0.19973959,33.63934426229508
8,968.7314814814815,252.63575553894043,875,0.19977169,33.56666666666667
9,970.4392523364486,253.51747385660806,982,0.1995935,33.63934426229508
10,966.3796296296297,254.10714530944824,1090,0.1996337,33.63934426229508
Finale Results,944.578947368421,254.69635772705078,1109,0.19963996,34.54545454545455

AVERAGES,1047,251,,0.9981998
