Benchmark,latency-Q1,memory
1,1694.925,348.51881056565503,78,0.195,23.384615384615383
2,1731.5128205128206,376.24116643269855,154,0.1974359,23.433333333333334
3,1768.8947368421052,378.1960798899333,228,0.19826087,23.672131147540984
4,1531.871794871795,375.1684926350911,306,0.19934854,23.29032258064516
5,1610.9333333333334,375.4298788706462,380,0.19843341,23.672131147540984
6,1741.342105263158,379.57363573710126,456,0.19912663,23.433333333333334
7,1605.8181818181818,377.4711170196533,531,0.19962406,23.360655737704917
8,1560.5733333333333,379.47718874613446,606,0.1993421,23.360655737704917
9,1527.7763157894738,375.51275062561035,682,0.19970718,23.360655737704917
10,1700.6216216216217,378.86219851175946,756,0.1994723,22.983870967741936
Finale Results,1791.8333333333333,386.94275665283203,762,0.19947644,22.8

AVERAGES,1660,375,,0.9973822
