Benchmark,latency-Q10_5,memory
1,1602.9107142857142,37.85685553917518,224,0.68923074,20.0
2,1625.2148148148149,38.12691879272461,494,0.7904,20.0
3,1541.524528301887,38.331708908081055,759,0.82054055,19.666666666666668
4,1759.1507936507937,38.87203025817871,885,0.722449,20.0
5,1973.92,39.03427505493164,1010,0.6622951,20.0
6,2014.1666666666667,39.40178553263346,1040,0.569863,19.666666666666668
7,2012.990476190476,39.40305709838867,1145,0.53882354,20.0
8,2018.0,39.634833017985024,1175,0.48453608,20.0
9,1911.86,39.75790596008301,1225,0.44954127,20.0
10,1925.0363636363636,39.743584950764976,1280,0.4231405,19.666666666666668
Finale Results,NaN,39.98407236735026,1280,0.4031496,20.0

AVERAGES,1838,39,,2.015748
