Benchmark,latency-Q1_20MB,memory
1,1387.8434782608695,182.31577770526593,110,0.19642857,34.833333333333336
2,985.0833333333334,193.6930472056071,218,0.19908676,33.88333333333333
3,949.3457943925233,192.85460344950357,325,0.19877675,33.63934426229508
4,945.2110091743119,193.15540568033853,434,0.19954023,33.63934426229508
5,949.5607476635514,193.4551626841227,541,0.19926335,33.70967741935484
6,951.0550458715596,193.37752151489258,650,0.19969279,33.56666666666667
7,950.1666666666666,193.47457567850748,758,0.19947368,33.950819672131146
8,951.5514018691589,193.94617907206217,865,0.19953863,33.403225806451616
9,947.5045871559633,193.94585037231445,974,0.19979487,33.32786885245902
10,950.7009345794393,194.55991808573404,1081,0.19963066,33.63934426229508
Finale Results,947.2432432432432,193.971097946167,1118,0.19982126,33.476190476190474

AVERAGES,992,192,,0.9991063
